============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Ne(100 MeV) ==> Carbon Tetrafluoride (IC(  400 mm) ========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  733 10 .3100878E+08   4000000E+03 -.6457E+07 -.2600E+08   .9999215  .0058552 -.0110759
T  734 10 .3120078E+08   4000000E+03  .5926E+07  .1648E+08   .9999240  .0018721  .0121896
T  735 10 .2954093E+08   4000000E+03 -.4025E+08  .1858E+08   .9994949  .0097091 -.0302615
T  736 10 .3088471E+08   4000000E+03 -.3312E+08 -.1442E+08   .9996547 -.0237285 -.0112921
T  737 10 .3038830E+08   4000000E+03 -.3259E+08 -.6424E+07   .9997936  .0202036  .0021576
T  738 10 .3033824E+08   4000000E+03 -.6983E+07 -.4394E+07   .9998562  .0163075  .0046622
T  739 10 .3050673E+08   4000000E+03 -.1036E+08 -.1513E+08   .9998858 -.0112715 -.0100670
T  740 10 .3045008E+08   4000000E+03  .3665E+07  .2281E+07   .9999743 -.0071536 -.0005273
T  741 10 .3084589E+08   4000000E+03  .2558E+08 -.1858E+08   .9999168 -.0119598  .0048276
T  742 10 .3073055E+08   4000000E+03 -.1979E+08  .2885E+08   .9998260 -.0064607  .0174986
T  743 10 .3049398E+08   4000000E+03 -.3409E+08  .2925E+08   .9998545 -.0169238  .0021552
T  744 10 .3034356E+08   4000000E+03 -.4822E+08 -.4158E+07   .9996024 -.0281478 -.0016609
T  745 10 .3056803E+08   4000000E+03  .2761E+08  .4214E+07   .9998674  .0154927 -.0050191
T  746 10 .3064881E+08   4000000E+03  .3252E+08  .4869E+08   .9996897  .0192659  .0157875
T  747 10 .3052607E+08   4000000E+03 -.1624E+07 -.8240E+07   .9998094  .0113217 -.0159058
T  748 10 .3053792E+08   4000000E+03  .7702E+07 -.5661E+07   .9999951  .0025293 -.0018686
T  749 10 .3048062E+08   4000000E+03  .1738E+08  .3501E+07   .9999941 -.0029305 -.0017879
T  750 10 .3007364E+08   4000000E+03  .6674E+07 -.5982E+07   .9999195  .0125190  .0020527
T  751 10 .3079627E+08   4000000E+03  .1305E+08  .4078E+07   .9999528  .0096193 -.0013898
T  752 10 .3046126E+08   4000000E+03 -.2539E+08 -.1477E+08   .9998996 -.0141254  .0010799
T  753 10 .3068943E+08   4000000E+03 -.4966E+07  .2286E+08   .9999662  .0019984  .0079710
T  754 10 .3024064E+08   4000000E+03 -.1215E+08  .2226E+08   .9994893 -.0227788  .0224113
T  755 10 .3072971E+08   4000000E+03 -.1942E+08 -.3205E+08   .9997058 -.0195415 -.0143692
T  756 10 .3050510E+08   4000000E+03 -.2222E+08 -.3304E+08   .9998060 -.0076853 -.0181357
T  757 10 .3092703E+08   4000000E+03  .5491E+08 -.2080E+08   .9996510  .0225309 -.0137910
T  758 10 .3046444E+08   4000000E+03  .8483E+07 -.1282E+08   .9999970  .0017284 -.0017597
T  759 10 .3070666E+08   4000000E+03  .1842E+08  .2131E+08   .9999425  .0080443  .0070934
T  760 10 .3041981E+08   4000000E+03 -.2810E+08  .8513E+08   .9996019 -.0112389  .0258772
T  761 10 .3010693E+08   4000000E+03 -.3247E+08  .7242E+07   .9997865 -.0123143 -.0165945
T  762 10 .3073854E+08   4000000E+03 -.1148E+08 -.2788E+08   .9997907  .0015279 -.0204025
T  763 10 .3050737E+08   4000000E+03 -.3100E+07 -.1804E+08   .9998734  .0152414 -.0045627
T  764 10 .3103928E+08   4000000E+03  .6097E+08  .2858E+08   .9998562  .0089282  .0144184
T  765 10 .3047732E+08   4000000E+03 -.3073E+08 -.1941E+08   .9998365 -.0045158 -.0175120
T  766 10 .3075894E+08   4000000E+03 -.2123E+08  .2136E+08   .9994165 -.0299656  .0163906
T  767 10 .3012660E+08   4000000E+03  .9424E+07 -.8229E+07   .9999684  .0061657 -.0050151
T  768 10 .3035654E+08   4000000E+03  .9828E+07 -.1623E+07   .9999825  .0007929 -.0058602
T  769 10 .3008498E+08   4000000E+03 -.1571E+08  .2223E+07   .9999350 -.0093744  .0064868
T  770 10 .3062960E+08   4000000E+03  .2493E+08  .4090E+07   .9997919  .0180369 -.0095279
T  771 10 .3058331E+08   4000000E+03 -.2496E+08 -.1621E+08   .9997924 -.0195940 -.0055828
T  772 10 .3059931E+08   4000000E+03 -.1121E+08 -.3064E+07   .9999485 -.0004197  .0101430
T  773 10 .3084572E+08   4000000E+03  .8229E+04 -.3224E+07   .9999236 -.0095429 -.0078535
T  774 10 .3095483E+08   4000000E+03 -.3459E+07 -.3933E+07   .9999602 -.0025511 -.0085452
T  775 10 .3094834E+08   4000000E+03 -.1857E+08 -.2099E+08   .9993789 -.0352181  .0011993
T  776 10 .3089453E+08   4000000E+03  .1691E+08  .1616E+08   .9997386  .0228176  .0014235
T  777 10 .3092023E+08   4000000E+03 -.7235E+07  .8065E+07   .9998399  .0178853 -.0005214
T  778 10 .3030720E+08   4000000E+03  .6136E+07 -.1666E+08   .9999366 -.0036562 -.0106539
T  779 10 .3139764E+08   4000000E+03  .1016E+08 -.2214E+08   .9998481  .0167747 -.0047242
T  780 10 .3095592E+08   4000000E+03  .7907E+07 -.3508E+08   .9997487  .0049357 -.0218656
T  781 10 .3064735E+08   4000000E+03  .1693E+08 -.3592E+08   .9997329  .0005144 -.0231065
T  782 10 .3058410E+08   4000000E+03 -.4025E+08 -.2558E+08   .9992614 -.0346906 -.0165320
T  783 10 .3050789E+08   4000000E+03 -.2807E+08  .3794E+08   .9998314 -.0087794  .0161243
T  784 10 .3070557E+08   4000000E+03 -.3034E+07  .2807E+08   .9995912 -.0226659  .0174270
T  785 10 .3106825E+08   4000000E+03  .2166E+08  .5209E+08   .9998631  .0151648  .0066129
T  786 10 .3126098E+08   4000000E+03  .2434E+08 -.2502E+08   .9998677  .0162656  .0000213
T  787 10 .3077497E+08   4000000E+03  .1124E+08 -.1804E+07   .9999736  .0024381  .0068414
T  788 10 .3005191E+08   4000000E+03 -.5878E+07 -.2113E+08   .9999476 -.0031140 -.0097507
T  789 10 .3024054E+08   4000000E+03  .8123E+07 -.7085E+07   .9999529  .0091936  .0030961
T  790 10 .3031215E+08   4000000E+03  .3482E+08  .7425E+07   .9999013  .0105473  .0092799
T  791 10 .3032280E+08   4000000E+03  .6160E+08  .5463E+07   .9949736  .0933906 -.0361351
T  792 10 .3022351E+08   4000000E+03  .2970E+08 -.1590E+08   .9997578  .0167909 -.0142282
T  793 10 .3002698E+08   4000000E+03  .2507E+08  .5005E+08   .9997877  .0112535  .0172578
T  794 10 .3053202E+08   4000000E+03  .2156E+08  .6061E+07   .9999150  .0129876  .0011603
T  795 10 .3043200E+08   4000000E+03  .2477E+08  .2904E+08   .9998298  .0161421  .0089284
T  796 10 .3038152E+08   4000000E+03 -.7371E+07 -.4824E+06   .9999264 -.0121299 -.0002605
T  797 10 .3117072E+08   4000000E+03  .2071E+08  .9934E+07   .9996427  .0241952 -.0113568
T  798 10 .3001884E+08   4000000E+03 -.1716E+08 -.1027E+08   .9999041 -.0138486 -.0001984
T  799 10 .3069554E+08   4000000E+03 -.3398E+08 -.2033E+08   .9997886 -.0176876 -.0104858
T  800 10 .3054796E+08   4000000E+03  .1476E+08 -.1161E+08   .9998697  .0157543 -.0035302
T  801 10 .3062792E+08   4000000E+03 -.3893E+08 -.4057E+08   .9995148 -.0189401 -.0247277
T  802 10 .3093182E+08   4000000E+03 -.2362E+08 -.3036E+08   .9999487  .0031618 -.0096248
T  803 10 .3050174E+08   4000000E+03  .3580E+08 -.4291E+08   .9999232  .0073807 -.0099552
T  804 10 .3090477E+08   4000000E+03  .7646E+07 -.2737E+08   .9999289  .0021028 -.0117391
T  805 10 .3054104E+08   4000000E+03 -.1114E+09 -.1355E+08   .9992661 -.0353467  .0147597
T  806 10 .3104131E+08   4000000E+03  .8828E+06  .6912E+07   .9999983  .0018135 -.0003983
T  807 10 .3036380E+08   4000000E+03  .1998E+08 -.1274E+08   .9998424  .0059402 -.0167281
T  808 10 .3016669E+08   4000000E+03 -.7625E+07  .1029E+08   .9999343 -.0112112 -.0023999
T  809 10 .3029975E+08   4000000E+03  .1359E+08  .3045E+08   .9998978  .0004075  .0142887
T  810 10 .3023876E+08   4000000E+03 -.3646E+08  .2391E+06   .9999576 -.0072907 -.0056311
T  811 10 .3032062E+08   4000000E+03  .1402E+08  .2005E+08   .9999917 -.0024020  .0033011
T  812 10 .3116536E+08   4000000E+03 -.2740E+08  .2105E+08   .9996041 -.0233589  .0156819
T  813 10 .3052809E+08   4000000E+03 -.4565E+06 -.3630E+08   .9999537 -.0077672 -.0056874
T  814 10 .3036287E+08   4000000E+03  .1047E+08  .1329E+08   .9999986 -.0014918  .0008131
T  815 10 .3104914E+08   4000000E+03 -.6303E+07 -.9521E+06   .9999582 -.0079887  .0044418
T  816 10 .3045893E+08   4000000E+03  .4706E+08 -.2392E+08   .9998241  .0073751 -.0172438
T  817 10 .3077085E+08   4000000E+03 -.2130E+08 -.1696E+08   .9999164 -.0041835 -.0122336
T  818 10 .2999491E+08   4000000E+03  .2837E+08 -.1535E+07   .9999365  .0112415  .0008486
T  819 10 .3099105E+08   4000000E+03 -.4255E+08  .1549E+08   .9996534 -.0209486  .0159452
T  820 10 .3087499E+08   4000000E+03  .8969E+07 -.1693E+08   .9996853 -.0211432 -.0135020
T  821 10 .3051793E+08   4000000E+03 -.1419E+07 -.1616E+08   .9999128  .0014833 -.0131248
T  822 10 .3053877E+08   4000000E+03 -.4478E+06  .1349E+08   .9999782  .0064871 -.0012464
T  823 10 .3083198E+08   4000000E+03 -.2851E+07 -.1855E+08   .9998645  .0073305  .0147381
T  824 10 .3067942E+08   4000000E+03  .1014E+06 -.1062E+08   .9999568  .0084603 -.0038511
T  825 10 .3061140E+08   4000000E+03 -.3056E+07  .6408E+07   .9998569  .0053964  .0160345
T  826 10 .3075886E+08   4000000E+03  .9159E+07  .8054E+07   .9999166  .0109182  .0068913
T  827 10 .2484153E+08   4000000E+03 -.3129E+09  .4748E+08   .9692528 -.2423652  .0425227
T  828 10 .3073619E+08   4000000E+03  .2579E+08 -.2699E+08   .9996196  .0266654 -.0070390
T  829 10 .3021941E+08   4000000E+03  .3547E+06 -.6879E+07   .9999913  .0010022 -.0040515
T  830 10 .3037635E+08   4000000E+03 -.3916E+08 -.6868E+08   .9997285 -.0100229 -.0210341
T  831 10 .3023958E+08   4000000E+03 -.3279E+08  .8198E+07   .9996971 -.0241198  .0048939
T  832 10 .3069002E+08   4000000E+03  .4736E+08  .1005E+08   .9997900  .0204786  .0007412
T  833 10 .3103236E+08   4000000E+03  .1525E+08  .3719E+08   .9999646 -.0003302  .0084099
T  834 10 .3080136E+08   4000000E+03  .1463E+08  .3185E+08   .9995605  .0101408  .0278566
T  835 10 .3072256E+08   4000000E+03 -.2650E+07 -.1436E+08   .9999909 -.0013646 -.0040385
T  836 10 .3083085E+08   4000000E+03 -.2721E+08  .1840E+07   .9998237 -.0183430 -.0040245
T  837 10 .3015343E+08   4000000E+03  .2621E+07  .1921E+08   .9999621 -.0071194  .0050103
T  838 10 .3053959E+08   4000000E+03  .2055E+08 -.8277E+07   .9997607  .0203941  .0079184
T  839 10 .3037911E+08   4000000E+03  .8788E+07 -.2234E+07   .9999297  .0061424 -.0101401
T  840 10 .3071977E+08   4000000E+03 -.9378E+07 -.3157E+07   .9999681 -.0078929  .0011886
T  841 10 .3022952E+08   4000000E+03 -.1307E+08  .8102E+06   .9999866  .0031241  .0041308
T  842 10 .3076838E+08   4000000E+03  .1219E+08 -.1262E+08   .9997815  .0049873 -.0203015
T  843 10 .3034628E+08   4000000E+03 -.2164E+08  .8163E+07   .9999069 -.0136018 -.0011305
T  844 10 .3067443E+08   4000000E+03 -.2533E+08 -.1545E+08   .9996637 -.0258583  .0019556
T  845 10 .3092139E+08   4000000E+03 -.5181E+08  .1814E+08   .9996171 -.0228737  .0155720
T  846 10 .3102445E+08   4000000E+03  .3681E+08  .4876E+06   .9994339  .0320043  .0103719
T  847 10 .3055850E+08   4000000E+03  .1000E+08 -.7654E+07   .9997362  .0033560 -.0227235
T  848 10 .3066040E+08   4000000E+03 -.1561E+08  .1798E+08   .9998352 -.0032564  .0178617
T  849 10 .3040981E+08   4000000E+03 -.4819E+07 -.9279E+06   .9998200  .0180110 -.0059685
T  850 10 .3063878E+08   4000000E+03  .8802E+07 -.2544E+08   .9999792 -.0018962 -.0061661
T  851 10 .3046578E+08   4000000E+03 -.5252E+07  .1431E+08   .9995957  .0044410  .0280850
T  852 10 .3006962E+08   4000000E+03 -.2192E+07  .2219E+08   .9998922 -.0106498  .0101039
T  853 10 .3051324E+08   4000000E+03  .8371E+07 -.4231E+07   .9999099 -.0000588 -.0134264
T  854 10 .3054798E+08   4000000E+03 -.2620E+08 -.8865E+07   .9995918 -.0234052  .0163847
T  855 10 .3085664E+08   4000000E+03 -.2845E+08  .7534E+07   .9999670 -.0069052 -.0042850
T  856 10 .2998565E+08   4000000E+03  .1738E+08 -.2642E+08   .9999374 -.0015058 -.0110886
T  857 10 .3064639E+08   4000000E+03 -.9981E+07 -.5118E+07   .9998938  .0145742  .0002640
T  858 10 .3092576E+08   4000000E+03  .8629E+07 -.2081E+08   .9999948 -.0021124 -.0024455
T  859 10 .3050112E+08   4000000E+03  .2176E+08  .2532E+08   .9998047  .0065375  .0186484
T  860 10 .3029082E+08   4000000E+03 -.2241E+08 -.1443E+06   .9999415  .0002359  .0108159
T  861 10 .3095431E+08   4000000E+03  .3626E+07 -.1141E+08   .9999588  .0064519 -.0063793
T  862 10 .3014930E+08   4000000E+03 -.2467E+08 -.1994E+08   .9999728  .0036955  .0063842
T  863 10 .3135174E+08   4000000E+03 -.1696E+08 -.3693E+07   .9996767 -.0114419  .0227061
T  864 10 .3072302E+08   4000000E+03 -.8576E+08  .2391E+08   .9992692 -.0382199 -.0005440
T  865 10 .3126094E+08   4000000E+03  .4163E+08 -.8043E+07   .9994967  .0279478 -.0150104
T  866 10 .3031687E+08   4000000E+03  .8805E+07 -.1014E+08   .9998003  .0014747 -.0199289
T  867 10 .3076357E+08   4000000E+03 -.1775E+08  .8496E+07   .9997375 -.0224018  .0047976
T  868 10 .3117225E+08   4000000E+03 -.4738E+08  .2621E+08   .9996368 -.0261439 -.0065458
T  869 10 .3069717E+08   4000000E+03 -.7187E+07 -.2509E+07   .9998077  .0135345 -.0141881
T  870 10 .3075622E+08   4000000E+03  .4477E+08 -.9358E+08   .9986045  .0157908 -.0503958
T  871 10 .3086085E+08   4000000E+03 -.6363E+07  .4406E+08   .9993981  .0021885  .0346225
T  872 10 .3083116E+08   4000000E+03 -.4455E+08 -.3011E+06   .9999554 -.0050083 -.0080102
T  873 10 .3038419E+08   4000000E+03  .1327E+07  .3527E+08   .9998622 -.0033881  .0162511
T  874 10 .3123871E+08   4000000E+03 -.6830E+07 -.1753E+08   .9995166 -.0069257 -.0303074
T  875 10 .3074309E+08   4000000E+03  .4231E+07 -.5650E+07   .9999114 -.0068872  .0113879
T  876 10 .3035779E+08   4000000E+03 -.7522E+07 -.6252E+07   .9999914 -.0037187  .0018487
T  877 10 .3070654E+08   4000000E+03  .1762E+08 -.2971E+08   .9998935  .0126895 -.0072137
T  878 10 .3102500E+08   4000000E+03  .3007E+08  .1110E+08   .9999555  .0086043 -.0038759
T  879 10 .3100507E+08   4000000E+03 -.2115E+08 -.6289E+07   .9999996 -.0008351  .0002810
T  880 10 .3094075E+08   4000000E+03 -.8028E+07 -.2193E+08   .9999301  .0038281 -.0111869
T  881 10 .3007385E+08   4000000E+03  .4964E+08  .1934E+08   .9996951  .0214248  .0122753
T  882 10 .3071194E+08   4000000E+03  .4629E+07  .3136E+07   .9999220  .0017993 -.0123624
T  883 10 .3131270E+08   4000000E+03 -.6299E+07  .2221E+07   .9999840 -.0056604  .0000653
T  884 10 .3082604E+08   4000000E+03  .1201E+08 -.2289E+08   .9998939  .0123775 -.0076762
T  885 10 .3066299E+08   4000000E+03  .1771E+08 -.1621E+08   .9997749  .0209434  .0034011
T  886 10 .3060301E+08   4000000E+03 -.1321E+07  .1387E+08   .9993463 -.0324577  .0159236
T  887 10 .3089985E+08   4000000E+03  .2228E+08  .9360E+06   .9998362  .0147795  .0104442
T  888 10 .3066555E+08   4000000E+03  .4538E+07 -.1629E+08   .9999001  .0015638 -.0140475
T  889 10 .3063663E+08   4000000E+03  .1079E+08  .1004E+08   .9997862  .0206279 -.0014516
T  890 10 .3004627E+08   4000000E+03 -.1281E+08 -.3236E+08   .9998820  .0037620 -.0148935
T  891 10 .3053615E+08   4000000E+03 -.3129E+08  .3800E+08   .9998018 -.0069677  .0186501
T  892 10 .3078304E+08   4000000E+03  .7450E+07  .9200E+07   .9997223  .0207034 -.0112533
T  893 10 .3072529E+08   4000000E+03 -.4724E+08 -.1591E+06   .9998108 -.0173482  .0088010
T  894 10 .3005627E+08   4000000E+03  .1332E+08  .3060E+08   .9996099  .0039993  .0276405
T  895 10 .2978381E+08   4000000E+03 -.1184E+08  .1844E+08   .9999917  .0014413  .0038095
T  896 10 .3067514E+08   4000000E+03 -.3368E+06  .1083E+08   .9994211 -.0219054  .0260309
T  897 10 .3150011E+08   4000000E+03  .1533E+07  .1924E+08   .9999423 -.0040013  .0099689
T  898 10 .3094466E+08   4000000E+03 -.5858E+07 -.6276E+07   .9998488 -.0167659 -.0046086
T  899 10 .3062943E+08   4000000E+03  .5778E+07  .1379E+06   .9999758 -.0037378 -.0058646
T  900 10 .3044838E+08   4000000E+03 -.1980E+08  .3268E+08   .9998849  .0030081  .0148734
T  901 10 .3043190E+08   4000000E+03 -.3528E+08  .1064E+08   .9996627 -.0233365  .0113974
T  902 10 .3069899E+08   4000000E+03 -.5628E+06 -.6821E+07   .9999426 -.0105269 -.0019889
T  903 10 .3065823E+08   4000000E+03  .2198E+08  .1237E+08   .9999505 -.0023296 -.0096691
T  904 10 .3071086E+08   4000000E+03  .3214E+08 -.8236E+08   .9984064  .0135287 -.0547865
T  905 10 .3059607E+08   4000000E+03  .1525E+08 -.1950E+08   .9994679  .0251182 -.0208091
T  906 10 .3131841E+08   4000000E+03  .1204E+08 -.1075E+08   .9999764  .0066317 -.0017782
T  907 10 .3093067E+08   4000000E+03 -.4342E+08 -.6663E+07   .9998243 -.0077586 -.0170653
T  908 10 .3038952E+08   4000000E+03 -.9606E+06 -.1739E+08   .9999767  .0034262 -.0058990
T  909 10 .3083069E+08   4000000E+03 -.2036E+07 -.2804E+08   .9998587 -.0015586 -.0167375
T  910 10 .3059698E+08   4000000E+03  .7763E+07 -.3787E+08   .9996960  .0109903 -.0220703
T  911 10 .2991038E+08   4000000E+03 -.1027E+09 -.1880E+08   .9967550 -.0800278 -.0086559
T  912 10 .3026404E+08   4000000E+03  .1245E+08  .9778E+07   .9998110  .0194309  .0006707
T  913 10 .3053377E+08   4000000E+03 -.3393E+08  .1643E+07   .9998631 -.0144975 -.0079770
T  914 10 .3099154E+08   4000000E+03 -.1426E+08 -.9653E+06   .9999579  .0000999  .0091718
T  915 10 .3142338E+08   4000000E+03  .1650E+08  .3216E+08   .9999944  .0014493  .0030107
T  916 10 .3065160E+08   4000000E+03 -.5736E+06  .1705E+08   .9999299 -.0078786  .0088424
T  917 10 .3096236E+08   4000000E+03 -.2169E+08  .2495E+08   .9999995 -.0000326 -.0010139
T  918 10 .3074562E+08   4000000E+03 -.1222E+08  .1155E+08   .9999942  .0022370  .0025829
T  919 10 .3058137E+08   4000000E+03  .6589E+08 -.2668E+07   .9993918  .0298819 -.0179760
T  920 10 .3039882E+08   4000000E+03  .2556E+08 -.1556E+08   .9998346  .0158460 -.0089310
T  921 10 .3079510E+08   4000000E+03  .1898E+08  .3959E+08   .9998206  .0074589  .0174133
T  922 10 .3126846E+08   4000000E+03  .2524E+08  .8373E+07   .9999884  .0048058 -.0003567
T  923 10 .3052656E+08   4000000E+03  .3437E+08  .7289E+08   .9993328  .0166552  .0325043
T  924 10 .3065215E+08   4000000E+03 -.2747E+06 -.3409E+08   .9999836  .0029360 -.0049180
T  925 10 .2999604E+08   4000000E+03  .3340E+08  .5241E+08   .9995821  .0096622  .0272428
T  926 10 .3150501E+08   4000000E+03 -.3044E+08 -.2844E+08   .9996885 -.0249161 -.0014350
T  927 10 .2988043E+08   4000000E+03  .3706E+07 -.9949E+07   .9998502 -.0146941  .0091521
T  928 10 .3001586E+08   4000000E+03  .5733E+08  .3630E+07   .9996138  .0255765  .0108629
T  929 10 .3123841E+08   4000000E+03 -.1065E+08 -.2565E+08   .9997110 -.0117024 -.0209985
T  930 10 .3071422E+08   4000000E+03 -.1484E+08  .2756E+07   .9999660 -.0080556  .0017582
T  931 10 .3055329E+08   4000000E+03  .7870E+07  .6080E+07   .9998830  .0110887  .0105377
T  932 10 .3032837E+08   4000000E+03 -.1558E+08  .6259E+07   .9998499 -.0146110  .0093063
T  933 10 .3047888E+08   4000000E+03  .8282E+07 -.2335E+08   .9996878  .0098453 -.0229627
T  934 10 .3054197E+08   4000000E+03 -.3859E+08  .1822E+08   .9999640  .0041518  .0074057
T  935 10 .3139006E+08   4000000E+03  .1342E+08  .9167E+06   .9999941  .0024692  .0023823
T  936 10 .3121412E+08   4000000E+03 -.2578E+07 -.7321E+07   .9999151  .0076465  .0105515
T  937 10 .3086873E+08   4000000E+03 -.2791E+08 -.1455E+08   .9999259 -.0057103 -.0107506
T  938 10 .3048829E+08   4000000E+03  .1367E+08  .1296E+08   .9999684  .0078820 -.0010245
T  939 10 .2963624E+08   4000000E+03  .7634E+08 -.6322E+08   .9998613  .0093793 -.0137595
T  940 10 .3061569E+08   4000000E+03 -.1383E+08  .3475E+08   .9998347 -.0087235  .0159519
T  941 10 .3039221E+08   4000000E+03  .1259E+08  .2578E+07   .9999912 -.0041907 -.0000917
T  942 10 .3032694E+08   4000000E+03 -.1071E+07  .1777E+08   .9993289  .0297002  .0214389
T  943 10 .3189229E+08   4000000E+03 -.1859E+08 -.1243E+08   .9999598 -.0077832 -.0044452
T  944 10 .3135214E+08   4000000E+03 -.1148E+08  .2794E+06   .9999483 -.0075780 -.0067780
T  945 10 .3034273E+08   4000000E+03  .1330E+08  .3362E+08   .9998172  .0119080  .0149575
T  946 10 .3056704E+08   4000000E+03 -.4969E+08  .1483E+08   .9993997 -.0313614  .0147231
T  947 10 .3084227E+08   4000000E+03  .5711E+08 -.2432E+08   .9996657  .0256919 -.0029141
T  948 10 .3080682E+08   4000000E+03  .3286E+08  .6324E+06   .9996046  .0276288 -.0052153
T  949 10 .3075434E+08   4000000E+03  .2218E+08  .9711E+07   .9999054  .0115203  .0075192
T  950 10 .3061711E+08   4000000E+03  .7047E+07  .1875E+08   .9997525  .0053928  .0215843
T  951 10 .3101606E+08   4000000E+03 -.4009E+08  .6663E+08   .9992096 -.0246826  .0311613
T  952 10 .3086293E+08   4000000E+03 -.9622E+07  .7473E+07   .9999818 -.0053341 -.0028175
T  953 10 .3056688E+08   4000000E+03  .8978E+07  .2428E+07   .9998784  .0016568  .0155065
T  954 10 .3007255E+08   4000000E+03  .1389E+08  .7352E+07   .9994473  .0320962 -.0086569
T  955 10 .3113226E+08   4000000E+03  .2262E+08  .2228E+08   .9992623  .0282959  .0259635
T  956 10 .3067981E+08   4000000E+03 -.1337E+08  .8084E+07   .9999763 -.0040017  .0056088
T  957 10 .3113293E+08   4000000E+03 -.5592E+07  .3014E+08   .9996435  .0090753  .0251097
T  958 10 .3059723E+08   4000000E+03  .3788E+08 -.1585E+07   .9999499  .0083834 -.0054683
T  959 10 .3064859E+08   4000000E+03 -.5745E+07 -.2943E+08   .9999392 -.0093277 -.0058866
T  960 10 .3076401E+08   4000000E+03 -.3740E+08 -.8372E+07   .9998737 -.0119224 -.0105075
T  961 10 .3063089E+08   4000000E+03  .2883E+08 -.1832E+07   .9998999  .0086123 -.0112269
T  962 10 .3047445E+08   4000000E+03  .1249E+08  .4077E+07   .9999421  .0047869  .0096350
T  963 10 .3060073E+08   4000000E+03  .6205E+07  .1179E+08   .9999617  .0086233  .0014761
T  964 10 .3024016E+08   4000000E+03  .6029E+08  .4590E+08   .9996422  .0267120 -.0013606
T  965 10 .3115356E+08   4000000E+03  .2358E+08  .1456E+08   .9997405  .0104373  .0202460
T  966 10 .3041334E+08   4000000E+03  .9680E+07  .1319E+08   .9999954 -.0007399  .0029540
T  967 10 .3078671E+08   4000000E+03  .3277E+08  .1125E+08   .9998331  .0138670  .0118928
T  968 10 .3097482E+08   4000000E+03 -.1941E+06 -.1625E+08   .9999462  .0004044 -.0103662
T  969 10 .3049922E+08   4000000E+03 -.1245E+08  .1174E+08   .9999781 -.0046262  .0047238
T  970 10 .3030642E+08   4000000E+03  .1840E+08  .9102E+07   .9996092  .0279535 -.0001361
T  971 10 .3053421E+08   4000000E+03 -.4260E+08 -.3412E+07   .9997502 -.0216012  .0057435
T  972 10 .3033158E+08   4000000E+03 -.2302E+08  .6061E+07   .9998426 -.0107817  .0140928
T  973 10 .3040214E+08   4000000E+03 -.1127E+08 -.2188E+08   .9997426 -.0079568 -.0212446
T  974 10 .3063331E+08   4000000E+03  .9160E+07  .2336E+08   .9999477  .0058397  .0083903
T  975 10 .3062411E+08   4000000E+03  .4377E+07  .1007E+07   .9992244 -.0135459 -.0369731
T  976 10 .3016476E+08   4000000E+03  .1022E+08  .1257E+08   .9999483  .0063142  .0079701
T  977 10 .3007020E+08   4000000E+03  .2874E+08 -.1341E+08   .9995694  .0281145 -.0083984
T  978 10 .3045683E+08   4000000E+03  .5153E+08 -.6534E+08   .9996620  .0234870 -.0111467
T  979 10 .3078568E+08   4000000E+03  .2712E+08 -.8197E+07   .9998832  .0145769 -.0045970
T  980 10 .3106201E+08   4000000E+03 -.1133E+08  .4091E+07   .9999433 -.0071506 -.0078908
T  981 10 .3030250E+08   4000000E+03 -.9329E+07 -.3605E+08   .9999421  .0019868 -.0105724
T  982 10 .3069649E+08   4000000E+03  .2657E+08  .1878E+08   .9999791  .0042516  .0048783
T  983 10 .3061629E+08   4000000E+03 -.9720E+07 -.2711E+07   .9999325 -.0043628 -.0107655
T  984 10 .3114827E+08   4000000E+03 -.9705E+07 -.2668E+08   .9997642 -.0029867 -.0215067
T  985 10 .3025457E+08   4000000E+03 -.1339E+08  .1324E+08   .9999300 -.0116352 -.0021619
T  986 10 .3023483E+08   4000000E+03 -.9832E+07  .1968E+08   .9999593 -.0068974 -.0058194
T  987 10 .3110051E+08   4000000E+03  .1021E+08  .1615E+08   .9998839 -.0073722  .0133333
T  988 10 .3051145E+08   4000000E+03 -.2335E+07 -.5249E+07   .9997160 -.0114262 -.0209123
T  989 10 .3115239E+08   4000000E+03  .1108E+08 -.2547E+07   .9997851  .0102400 -.0180246
T  990 10 .3011389E+08   4000000E+03 -.3900E+08  .1134E+08   .9997278 -.0183017  .0144669
T  991 10 .3004011E+08   4000000E+03 -.6944E+07 -.5795E+07   .9999328  .0112442 -.0028287
T  992 10 .3026931E+08   4000000E+03 -.2727E+07  .1022E+08   .9999575 -.0092122 -.0003346
T  993 10 .3047217E+08   4000000E+03  .1950E+08 -.1402E+08   .9997798  .0154689 -.0141775
