============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Ne(100 MeV) ==> Carbon Tetrafluoride (IC(  400 mm) ========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1507 10 .3038918E+08   4000000E+03  .2893E+07  .1758E+08   .9997443  .0108741  .0198253
T 1508 10 .3057123E+08   4000000E+03 -.1739E+08  .4111E+08   .9998931 -.0130703  .0065608
T 1509 10 .3093344E+08   4000000E+03 -.2048E+06 -.1261E+08   .9997799  .0207829 -.0028793
T 1510 10 .3024046E+08   4000000E+03  .1402E+08 -.2327E+07   .9998897  .0119336 -.0088432
T 1511 10 .3047488E+08   4000000E+03 -.1593E+08 -.3743E+08   .9997530 -.0130866 -.0179642
T 1512 10 .3039682E+08   4000000E+03  .2049E+08  .1614E+08   .9999682  .0021807  .0076771
T 1513 10 .3044192E+08   4000000E+03 -.1389E+08  .5772E+07   .9999474 -.0005517  .0102437
T 1514 10 .3018514E+08   4000000E+03 -.4605E+08 -.4551E+08   .9990982 -.0366515 -.0214335
T 1515 10 .3072434E+08   4000000E+03  .1149E+08  .9275E+07   .9998882 -.0014485  .0148855
T 1516 10 .3026126E+08   4000000E+03 -.2622E+07  .2750E+08   .9997305 -.0190535  .0132588
T 1517 10 .3115926E+08   4000000E+03 -.2187E+08  .3666E+07   .9998878 -.0140907 -.0050808
T 1518 10 .3069461E+08   4000000E+03 -.1998E+07  .3355E+07   .9998811 -.0054764  .0144122
T 1519 10 .3024330E+08   4000000E+03 -.3427E+08  .2677E+08   .9989503 -.0240878  .0389618
T 1520 10 .3016813E+08   4000000E+03 -.3850E+07  .1910E+08   .9999104 -.0064368  .0117355
T 1521 10 .3101626E+08   4000000E+03  .2568E+08 -.2800E+08   .9998821  .0055087 -.0143318
T 1522 10 .3020260E+08   4000000E+03  .9873E+07  .5714E+08   .9998871 -.0100410  .0111801
T 1523 10 .3038241E+08   4000000E+03  .2244E+08  .2267E+08   .9999645  .0055725  .0063176
T 1524 10 .3038916E+08   4000000E+03  .3745E+08  .2004E+08   .9998139  .0170692  .0089947
T 1525 10 .3091721E+08   4000000E+03 -.5729E+08 -.1684E+08   .9991632 -.0406956 -.0040981
T 1526 10 .3079954E+08   4000000E+03 -.4180E+08 -.2670E+08   .9998388 -.0135776 -.0117477
T 1527 10 .3092844E+08   4000000E+03 -.5284E+08  .2326E+07   .9996684 -.0257058 -.0015190
T 1528 10 .3121843E+08   4000000E+03 -.9658E+07 -.1167E+07   .9999866 -.0049808 -.0014304
T 1529 10 .3016457E+08   4000000E+03 -.5524E+07 -.2257E+08   .9999677 -.0077886 -.0020087
T 1530 10 .3124816E+08   4000000E+03 -.1315E+07 -.7708E+07   .9999123 -.0041933 -.0125656
T 1531 10 .3003184E+08   4000000E+03  .1319E+07 -.2679E+08   .9999422 -.0069877  .0081729
T 1532 10 .3093631E+08   4000000E+03  .2737E+08  .1152E+08   .9999758  .0056468  .0040745
T 1533 10 .3047899E+08   4000000E+03  .3543E+08 -.1472E+08   .9996232  .0266166 -.0067116
T 1534 10 .3075198E+08   4000000E+03 -.7542E+07  .1979E+08   .9999244  .0061668  .0106344
T 1535 10 .3103085E+08   4000000E+03 -.3455E+08 -.8727E+07   .9998993 -.0140049  .0022785
T 1536 10 .3039897E+08   4000000E+03  .8109E+07 -.2842E+08   .9999516  .0065970 -.0073021
T 1537 10 .3112750E+08   4000000E+03  .5803E+07  .1656E+08   .9997172  .0052952  .0231845
T 1538 10 .3010424E+08   4000000E+03 -.8224E+08 -.1310E+09   .9979634 -.0285282 -.0570539
T 1539 10 .3054163E+08   4000000E+03  .1057E+08  .1584E+06   .9999634  .0001396  .0085580
T 1540 10 .3107211E+08   4000000E+03 -.1354E+08 -.9037E+07   .9998913 -.0121167 -.0084019
T 1541 10 .3098137E+08   4000000E+03  .5615E+06 -.2736E+08   .9997952  .0024251 -.0200925
T 1542 10 .3077115E+08   4000000E+03  .2703E+07 -.4840E+07   .9999285  .0021755 -.0117543
T 1543 10 .3107626E+08   4000000E+03 -.8700E+07  .2017E+08   .9999229  .0049210  .0113995
T 1544 10 .3063736E+08   4000000E+03  .2518E+08 -.1008E+08   .9995057  .0263594 -.0171325
T 1545 10 .3111184E+08   4000000E+03 -.7045E+07 -.9667E+07   .9999432 -.0089716 -.0057536
T 1546 10 .3106398E+08   4000000E+03 -.9400E+07  .1675E+08   .9999015 -.0109758  .0087428
T 1547 10 .3005349E+08   4000000E+03 -.2552E+07 -.2445E+08   .9999233  .0030198 -.0120140
T 1548 10 .3061566E+08   4000000E+03 -.7069E+07 -.8404E+07   .9998995 -.0140917 -.0015248
T 1549 10 .3096041E+08   4000000E+03 -.4756E+06  .1240E+08   .9999715 -.0045993  .0059829
T 1550 10 .3075321E+08   4000000E+03  .8128E+07 -.2428E+08   .9999328  .0041042 -.0108381
T 1551 10 .3053006E+08   4000000E+03 -.1590E+07  .4018E+08   .9998557 -.0165795  .0037142
T 1552 10 .3042082E+08   4000000E+03 -.7344E+07  .1714E+08   .9996530 -.0168508  .0202465
T 1553 10 .3083194E+08   4000000E+03  .1778E+07  .1458E+08   .9999078  .0134464 -.0018798
T 1554 10 .3070342E+08   4000000E+03  .3020E+07  .3592E+07   .9999683  .0042991 -.0067036
T 1555 10 .3021955E+08   4000000E+03  .1671E+07  .3511E+07   .9999723  .0066199 -.0034045
T 1556 10 .3101468E+08   4000000E+03  .2998E+08  .1940E+08   .9999145  .0061352  .0115515
T 1557 10 .3001349E+08   4000000E+03 -.9499E+08  .2069E+08   .9955568 -.0887044  .0315945
T 1558 10 .3071976E+08   4000000E+03  .7842E+07  .3037E+08   .9998901  .0051732  .0138944
T 1559 10 .3121165E+08   4000000E+03 -.1577E+08  .9807E+07   .9998556 -.0046142  .0163540
T 1560 10 .3086562E+08   4000000E+03  .1575E+08 -.2578E+07   .9999255  .0111445 -.0049774
T 1561 10 .3099951E+08   4000000E+03 -.3132E+08 -.2852E+08   .9996651 -.0242211 -.0091104
T 1562 10 .3036177E+08   4000000E+03  .1649E+08  .7031E+07   .9998676  .0162746 -.0000082
T 1563 10 .3037262E+08   4000000E+03  .3732E+07  .8201E+07   .9996504  .0037856  .0261660
T 1564 10 .3059897E+08   4000000E+03 -.4381E+07  .1462E+08   .9999728 -.0002428  .0073703
T 1565 10 .2978748E+08   4000000E+03 -.5118E+07  .7432E+07   .9999712 -.0075818  .0003255
T 1566 10 .3028435E+08   4000000E+03 -.1461E+07 -.8856E+07   .9999950  .0022594  .0022172
T 1567 10 .3054888E+08   4000000E+03  .6447E+08 -.4539E+06   .9986571  .0508217 -.0100531
T 1568 10 .2622931E+08   4000000E+03 -.4076E+09 -.2621E+08   .9828132 -.1845739  .0032717
T 1569 10 .2739918E+08   4000000E+03  .2668E+09 -.2502E+09   .9936955  .0801521 -.0783894
T 1570 10 .3103612E+08   4000000E+03 -.9708E+07 -.1671E+08   .9999504  .0065005  .0075409
T 1571 10 .3111300E+08   4000000E+03  .5271E+08  .1965E+08   .9996760  .0214710  .0136723
T 1572 10 .3077325E+08   4000000E+03 -.1805E+08 -.1470E+07   .9999713 -.0068309 -.0032708
T 1573 10 .3024755E+08   4000000E+03  .4051E+07  .1284E+08   .9999650 -.0065379  .0052177
T 1574 10 .3001716E+08   4000000E+03 -.1858E+08 -.1067E+08   .9999380 -.0099449  .0050049
T 1575 10 .3064855E+08   4000000E+03  .1927E+07  .3841E+08   .9997182 -.0056084  .0230657
T 1576 10 .3021197E+08   4000000E+03 -.3051E+08  .2277E+08   .9999954 -.0018959 -.0023523
T 1577 10 .3180392E+08   4000000E+03  .2599E+08  .2835E+07   .9999246  .0099947 -.0071320
T 1578 10 .3076936E+08   4000000E+03 -.1643E+07 -.2798E+08   .9999730 -.0008351 -.0073026
T 1579 10 .3118166E+08   4000000E+03 -.1614E+08  .5354E+07   .9989234  .0276844 -.0372241
T 1580 10 .3047877E+08   4000000E+03  .2842E+08  .1879E+06   .9999993  .0007117 -.0009008
T 1581 10 .2989866E+08   4000000E+03 -.3363E+08 -.2753E+08   .9999891 -.0046368  .0004698
T 1582 10 .3031519E+08   4000000E+03 -.1021E+08  .9324E+07   .9999815  .0002915 -.0060769
T 1583 10 .2983345E+08   4000000E+03 -.1141E+08 -.1852E+08   .9999524 -.0097571 -.0001942
T 1584 10 .3033931E+08   4000000E+03 -.2585E+07  .1685E+08   .9999420 -.0057562  .0091052
T 1585 10 .3043487E+08   4000000E+03 -.1337E+07  .5305E+06   .9999780  .0061442  .0025171
T 1586 10 .3093419E+08   4000000E+03  .3538E+08 -.4593E+08   .9995961  .0155686 -.0237747
T 1587 10 .3112369E+08   4000000E+03 -.8933E+07 -.3671E+08   .9999601  .0010736 -.0088686
T 1588 10 .3050408E+08   4000000E+03 -.6721E+08 -.1663E+08   .9995754 -.0274679 -.0097248
T 1589 10 .3107672E+08   4000000E+03  .3295E+08  .1079E+08   .9994549  .0328600 -.0031768
T 1590 10 .3040650E+08   4000000E+03 -.1192E+08  .2260E+08   .9998675  .0161072  .0023459
T 1591 10 .3083958E+08   4000000E+03  .5450E+06 -.2313E+07   .9999967 -.0018674 -.0017790
T 1592 10 .3071720E+08   4000000E+03 -.1206E+08  .1993E+07   .9997765 -.0210506  .0019788
T 1593 10 .2994879E+08   4000000E+03  .2983E+08 -.4694E+07   .9996865  .0222952 -.0113964
T 1594 10 .3088663E+08   4000000E+03 -.3169E+08 -.6313E+08   .9998169 -.0137925 -.0132617
T 1595 10 .3087666E+08   4000000E+03 -.1695E+08  .1514E+08   .9998579 -.0057592  .0158461
T 1596 10 .3011574E+08   4000000E+03 -.4803E+08 -.2921E+07   .9998916 -.0147235 -.0003173
T 1597 10 .3133901E+08   4000000E+03  .1920E+08 -.2211E+08   .9999050  .0058018 -.0125051
T 1598 10 .2995059E+08   4000000E+03  .7515E+07  .7646E+07   .9998069 -.0140912  .0136988
T 1599 10 .3101305E+08   4000000E+03  .1086E+08 -.2208E+08   .9999716  .0071211 -.0024680
T 1600 10 .3060556E+08   4000000E+03  .8818E+07  .3801E+08   .9995857  .0097961  .0270653
T 1601 10 .3074264E+08   4000000E+03  .1671E+08  .4682E+07   .9999324  .0056134  .0101855
T 1602 10 .3021242E+08   4000000E+03  .2802E+08 -.1073E+08   .9999745  .0068043 -.0021691
T 1603 10 .3121559E+08   4000000E+03  .3379E+08 -.3588E+06   .9999261  .0037163 -.0115788
T 1604 10 .3053006E+08   4000000E+03  .6941E+08 -.3331E+08   .9997673  .0187474 -.0106719
T 1605 10 .3077774E+08   4000000E+03 -.5978E+07 -.1583E+08   .9999763 -.0002911 -.0068751
T 1606 10 .3048229E+08   4000000E+03  .1190E+06  .2573E+08   .9998806  .0017538  .0153552
T 1607 10 .3054422E+08   4000000E+03  .5533E+07  .8814E+07   .9999735 -.0068028  .0025991
T 1608 10 .3113688E+08   4000000E+03 -.7995E+07  .4350E+07   .9999945 -.0007464 -.0032193
T 1609 10 .3066976E+08   4000000E+03 -.2943E+08 -.3860E+07   .9997509 -.0182961 -.0127796
T 1610 10 .3057574E+08   4000000E+03  .9921E+07  .2122E+08   .9999744 -.0060057  .0038791
T 1611 10 .3055400E+08   4000000E+03  .3069E+08  .2778E+08   .9998443  .0145277  .0100132
T 1612 10 .3044309E+08   4000000E+03  .2543E+08  .1931E+08   .9996379  .0150729  .0222919
T 1613 10 .3025404E+08   4000000E+03 -.1567E+08 -.4052E+07   .9999349 -.0108502  .0035331
T 1614 10 .3095483E+08   4000000E+03 -.6157E+07  .2640E+07   .9997823 -.0100315 -.0182956
T 1615 10 .3080453E+08   4000000E+03 -.9745E+07  .6531E+07   .9997396 -.0131764  .0186298
T 1616 10 .3037394E+08   4000000E+03  .2143E+08  .2585E+08   .9996760  .0070745  .0244524
T 1617 10 .3103440E+08   4000000E+03 -.5906E+07  .4049E+08   .9995990 -.0054750  .0277841
T 1618 10 .3033398E+08   4000000E+03 -.1878E+08 -.1829E+08   .9997632 -.0191684 -.0102999
T 1619 10 .3086724E+08   4000000E+03  .1955E+08  .4232E+08   .9999157  .0011543  .0129342
T 1620 10 .3009405E+08   4000000E+03  .2796E+07  .2254E+08   .9998631  .0160628  .0039689
T 1621 10 .3010680E+08   4000000E+03  .9540E+07 -.4993E+07   .9997338 -.0076209  .0217762
T 1622 10 .3045665E+08   4000000E+03  .1317E+08 -.3173E+08   .9997038  .0000873 -.0243373
T 1623 10 .3120597E+08   4000000E+03 -.6381E+07  .2388E+08   .9999934  .0034518  .0011701
T 1624 10 .3006343E+08   4000000E+03 -.1334E+08 -.3773E+08   .9997248 -.0061738 -.0226334
T 1625 10 .3059764E+08   4000000E+03  .2277E+08 -.1904E+08   .9998300  .0179672  .0041325
T 1626 10 .3068587E+08   4000000E+03 -.1711E+08 -.1570E+08   .9998398 -.0149737 -.0098023
T 1627 10 .3032581E+08   4000000E+03  .5157E+07 -.2068E+07   .9998878 -.0128743  .0076588
T 1628 10 .3040581E+08   4000000E+03  .1841E+08 -.3383E+07   .9999234  .0102042 -.0070039
T 1629 10 .3044271E+08   4000000E+03  .1143E+08  .7267E+07   .9999772 -.0059382  .0032226
T 1630 10 .3010323E+08   4000000E+03  .1633E+08 -.6008E+07   .9998801  .0154694  .0007141
T 1631 10 .3122044E+08   4000000E+03 -.3852E+08 -.1807E+08   .9999340 -.0003921 -.0114810
T 1632 10 .3021641E+08   4000000E+03  .2945E+08  .1416E+08   .9997065  .0116218  .0212564
T 1633 10 .3030964E+08   4000000E+03  .3753E+08  .1675E+08   .9998312  .0159633  .0090941
T 1634 10 .3101052E+08   4000000E+03 -.1254E+08 -.9961E+07   .9998983 -.0142078 -.0012057
T 1635 10 .3086627E+08   4000000E+03  .6607E+08  .1156E+08   .9996565  .0261689 -.0014678
T 1636 10 .3112501E+08   4000000E+03 -.4342E+07  .3703E+07   .9999772 -.0002652  .0067488
T 1637 10 .3110919E+08   4000000E+03  .2908E+08  .5573E+07   .9998253  .0186874  .0003820
T 1638 10 .3073921E+08   4000000E+03  .8364E+07 -.9295E+07   .9999878  .0018504 -.0
